Date,Open,High,Low,Close,Volume
2021-02-04,115.54975594594012,116.24285808701173,110.5721904033159,114.89223112533315,9305827
2021-02-05,105.60524259776622,108.28383219913869,102.76639670784178,104.96252816686568,7557642
2021-02-06,113.23962023561862,115.81538173166167,111.29984701688404,112.39577872714804,6436526
2021-02-07,105.06265867692672,105.06265867692672,101.3841966638629,101.83523613880942,8639377
2021-02-08,106.1792007490699,106.1792007490699,103.01415616482076,105.27213214604194,2796218
2021-02-09,112.68581930022654,116.18164626064477,110.07025522749159,113.17413257080784,1552226
2021-02-10,118.08432554489147,118.08432554489147,113.68098346181937,116.15615120831475,8514782
2021-02-11,115.97076089523544,116.38244551654893,111.59422375830502,113.59181991738616,6098907
2021-02-12,109.9697911694511,112.45490298201325,109.9697911694511,112.42500679972508,9649318
2021-02-13,112.95785113977416,114.65564833837375,110.85521463279252,111.76305100007444,8139608
2021-02-14,107.5406207875604,107.5406207875604,103.30352397661373,106.13827530293861,8707690
2021-02-15,109.59579132973337,112.92168245551987,107.27714671506776,110.19091833645335,8003621
2021-02-16,114.49449636618779,114.49449636618779,111.28881252625528,111.74308273956456,4803074
2021-02-17,119.28474253030045,120.63091428496885,115.99501472618482,119.5848537043655,8416510
2021-02-18,116.51822828204462,117.86003906217475,113.69300415420753,116.26707537510153,8467133
2021-02-19,105.6341038003306,108.66656590585504,102.58065280375254,105.98024744889834,4507145
2021-02-20,116.6901619529881,118.76489831094041,116.00113160631028,116.65900385782517,2778244
2021-02-21,111.16037923714092,115.9373423914038,111.16037923714092,113.35292941093132,5782337
2021-02-22,109.24995739891173,116.1064997486158,109.24995739891173,112.13005916410032,2180859
2021-02-23,121.99491219057175,121.99491219057175,116.30311763722662,118.80590206412181,7733214
2021-02-24,119.43792267509704,124.74905794670232,117.33548454880673,121.1318453717337,2980425
2021-02-25,118.8762201099275,122.96336074636332,118.15292589502498,120.85900480884011,8441521
2021-02-26,107.92187682823821,113.32987300712252,107.92187682823821,112.22865705544564,9077813
2021-02-27,113.81923952260115,115.76684939224116,113.81923952260115,115.09716301798015,8694420
2021-02-28,115.86813931016688,120.32519850620484,115.28431832426273,118.51431889698188,3941616
2021-03-01,125.23078910469891,125.23078910469891,120.91146421017689,121.94675878442618,3474370
2021-03-02,116.90004117420088,116.90004117420088,111.25193844074329,114.88040699551561,6604297
2021-03-03,115.17510145906348,120.06255707966628,114.83578679902544,116.55140214941893,8105924
2021-03-04,116.6524477543073,116.6524477543073,108.55699407100084,112.14757614361869,3078937
2021-03-05,113.85740044923905,113.88178052740982,109.21493818519659,111.89386947525587,9915948
2021-03-06,121.47958175038755,122.87685107299168,120.26624000684726,122.1292445174048,2355097
2021-03-07,120.03674295202207,127.39918626439419,120.03674295202207,125.03555438176922,3055397
2021-03-08,122.65991960905409,122.65991960905409,116.41894234121868,118.0780344638726,2079037
2021-03-09,120.85629462544465,125.21467776529079,120.85629462544465,123.63543955897184,5151951
2021-03-10,117.31077522852885,121.20578657906978,117.31077522852885,120.60157272244264,4155200
2021-03-11,117.78444931989104,117.93825660266826,114.33311986394047,115.73930845587176,1855695
2021-03-12,125.8187725968562,125.8187725968562,119.10489919449529,120.93926778417766,1112036
2021-03-13,129.75424066848603,129.75424066848603,124.90711800174583,126.98569503146499,4831854
2021-03-14,120.40323585464473,122.51119980636217,119.14668352012521,119.27541761454002,1889694
2021-03-15,128.62209804851142,128.62209804851142,124.97442125039214,127.43258936518085,1590348
2021-03-16,108.36806337141014,109.34144835929999,105.64095347856635,106.66123225384953,8695082
2021-03-17,125.53365458089016,127.2083049137946,123.16912980452238,124.01579740131663,5066981
2021-03-18,121.04594885997055,121.04594885997055,120.17091035914251,120.4835660120318,5467801
2021-03-19,118.89944014434317,121.01068976235841,118.48493043430732,118.69103793643943,3183525
2021-03-20,120.65311537741145,122.27412180220283,120.13374913632279,120.7783016332105,1693464
2021-03-21,109.00280820543905,112.42921471007077,109.00280820543905,110.51073738317241,2577415
2021-03-22,118.91360110087078,121.82262773814266,115.52169211707775,119.47495125460432,5262663
2021-03-23,119.09331787361708,123.9920029378943,119.09331787361708,122.47923150200785,4593824
2021-03-24,128.00243275686506,129.52340393129296,126.02136190418653,128.19911201045457,5668223
2021-03-25,116.3526840953035,120.36401872709337,115.92938492309901,118.32986630960534,9036837
2021-03-26,114.77873742398525,117.89867011955398,114.77873742398525,116.98591605841679,2358356
2021-03-27,118.98213478146678,119.53652135027464,116.69978993988582,118.62234647915983,2515719
2021-03-28,128.59046664123468,128.59046664123468,125.00175583214472,125.80646206854549,5141426
2021-03-29,124.80372470297037,124.80372470297037,119.51616394268653,122.96709149096574,1837566
2021-03-30,115.62297669650933,121.43029040466489,114.9567812601178,118.76397790375567,7642516
2021-03-31,122.08485646835777,126.5267040343524,122.08485646835777,124.06411274149845,9483063
2021-04-01,123.94525250148455,123.94525250148455,121.08773871639448,122.06371012550811,9123155
2021-04-02,124.532667293764,127.82007742850496,124.532667293764,126.49764208084062,2223981
2021-04-03,117.7665271735045,121.40990287654593,117.18033126840874,118.21579347349855,3336798
2021-04-04,121.25504172859844,121.25504172859844,117.64897197709347,120.15493753054933,3158344
2021-04-05,117.95875717717264,121.43104182459052,117.95875717717264,119.89544608689991,7483214
2021-04-06,114.80745406527014,117.05876394623012,110.43164698517161,114.59670305297821,1835165
2021-04-07,120.78067588628937,126.23211738540837,120.25817828178218,123.44872687612578,2734428
2021-04-08,122.12007674011747,125.0712731419754,121.11023799738769,123.3228120280199,4822069
2021-04-09,122.72764651449451,123.49057245151779,119.0610963828897,122.08808264620943,4144787
2021-04-10,117.74414980014757,124.35250712890942,117.74414980014757,120.93013726721091,9346988
2021-04-11,115.9433138144791,118.80126400235588,113.62631182661654,115.0623643385583,3812789
2021-04-12,120.02845947380689,123.04659312244205,118.88395231620221,120.06773507166025,8992726
2021-04-13,121.58972345527417,122.5700616890049,118.40660048347023,120.48474354643987,9844712
2021-04-14,118.65773688954016,119.40164289976991,115.34827249691288,118.20990862141083,3166503
2021-04-15,124.16176538934639,124.16176538934639,119.29442413074528,121.4334845293987,9045391
2021-04-16,124.524889960516,126.79695506048594,123.85143743741118,124.27444095522019,9622693
2021-04-17,130.83625161275623,134.11346091589542,130.49788713895757,131.69506269500673,1498095
2021-04-18,123.38725546709918,126.54425905398104,121.21663332462899,123.14266046103461,9410184
2021-04-19,124.64546934130509,126.20932337576845,121.63453888755815,123.55887328323232,4330263
2021-04-20,121.99369485674345,122.39289441433222,117.92343253930224,121.89597471609204,8366604
2021-04-21,112.7483701731477,115.71913440846286,112.05317473313895,112.66718679073995,4665842
2021-04-22,120.71310812814787,123.11903087644696,119.6115022619255,122.11709150376137,3791338
2021-04-23,121.20943263822505,124.1512632013746,119.04612136499867,122.53523447332695,4337031
2021-04-24,131.72533684676975,136.78074759662084,130.25909764494637,134.53054739036915,9234025
2021-04-25,124.72779732696804,125.22431133037813,119.63304126377813,121.22864384059416,4945123
2021-04-26,121.1824579741885,128.78010300097642,121.17875499225087,123.67018444497107,5768026
2021-04-27,120.57099481117525,124.56352826590326,119.38704484956843,121.95680520676707,5083501
2021-04-28,114.81402414419406,118.06764205661207,114.05535694377917,116.25083867533246,5836161
2021-04-29,129.5580374198837,130.30269431447536,125.86703386723411,127.76818866599481,2780248
2021-04-30,125.1797006809359,128.6572554633938,123.3336246480199,125.76960003751995,7126664
2021-05-01,128.4124883979505,128.4124883979505,125.38475816738337,125.91700425260305,8709824
2021-05-02,116.01592098562223,121.15811359002228,114.68083274404734,117.36290223410997,5795817
2021-05-03,129.42591687217808,131.09799930692188,126.74175064406852,128.8679285477305,3180019
2021-05-04,113.11428584977233,117.28272304538325,113.00745485307012,114.78497995629185,1779957
2021-05-05,128.95529750192884,128.95529750192884,120.61813705066251,124.66499924638207,2913980
2021-05-06,130.24051437112365,135.03729781979715,130.24051437112365,132.61571120918268,2507394
2021-05-07,117.25939465498121,119.47869373499677,115.04282922359218,116.63975323452715,3979845
2021-05-08,119.95382701664255,120.06902006823144,114.69471995257362,118.68627325477836,3712188
2021-05-09,122.76531310447251,123.3794131556235,120.76977621441938,121.93771490956952,9642873
2021-05-10,118.46961476989543,119.74003585467915,117.39030537058738,118.84019008765084,5713797
2021-05-11,113.2591801888553,115.95832281894238,111.665847011753,113.51882158832215,1910913
2021-05-12,121.61365412780555,124.30496768735944,118.68529670171777,121.52603118384732,3057017
2021-05-13,115.48532659115111,118.23710346055996,113.57152808705477,115.77933059440808,1653817
2021-05-14,125.29080681900602,127.03754101876375,122.65567393256848,123.36304858541621,1996433
2021-05-15,120.71990308638436,120.71990308638436,114.83102564632885,116.29885708320167,3581505
2021-05-16,127.42826421459138,131.21198944019955,127.15060221781926,128.54324778460705,7555851
2021-05-17,114.03205863489916,117.679963717918,114.03205863489916,116.77166459405731,5108949
2021-05-18,118.79222553584312,120.58168993007122,116.54294597391579,118.96878963254562,7128420
2021-05-19,129.69413301246752,129.69413301246752,122.11650858127092,124.53471433715889,5876691
2021-05-20,112.59040839582673,117.04685964250933,112.59040839582673,114.19775753176619,5674071
2021-05-21,124.64953895073805,124.64953895073805,118.30736435228906,121.37130533984991,5203887
2021-05-22,130.00408006874198,130.00408006874198,124.39610959459247,126.6486784405891,8138512
2021-05-23,110.84442110590098,112.43372384263616,108.56706554172305,111.95159758931696,5036480
2021-05-24,121.92334690168987,122.42835154251271,118.34118241602864,120.78538074331932,8567476
2021-05-25,124.2888243037483,124.2888243037483,117.93070809975546,121.03203105749122,4486444
2021-05-26,122.75114972613545,126.08461022421699,121.04285989666029,123.50940520811042,8163357
2021-05-27,112.87337945630706,115.781205897893,109.93431442030905,113.28054017651179,6509165
2021-05-28,111.56204262217287,114.77517813725112,110.20315381405238,112.72540445007016,5873014
2021-05-29,119.76772912844388,123.80430574845778,119.76772912844388,121.79724258982961,1468298
2021-05-30,119.23126706042446,121.86950101108302,116.25738743010959,120.52982215055647,5330453
2021-05-31,117.70442735353882,122.85113630726586,117.26327076478344,120.15230788706333,1570303
2021-06-01,120.55284206864869,122.90564807651963,117.91093071112581,120.48467513213023,6170988
2021-06-02,113.66266553132101,117.69463084143109,113.66266553132101,115.2026119934383,4317657
2021-06-03,120.07965464328332,121.08604797703424,118.90039043716536,119.61208281970183,4336640
2021-06-04,116.65030816479987,119.91544237707838,116.65030816479987,119.76209945720713,6000738
2021-06-05,115.23057469447933,117.66596694180411,112.42329303228217,114.56881423005042,3660891
2021-06-06,128.9783155696525,128.9783155696525,125.92538021144296,127.31125764643464,7995919
2021-06-07,116.20394038992451,121.3286359110243,116.20394038992451,120.19141167506743,5616167
2021-06-08,112.45182216088159,114.39718793310044,108.11508209314285,111.70370902118644,9947727
2021-06-09,123.23449923538303,123.23449923538303,118.08375877588615,120.77916125043645,6998544
2021-06-10,110.03812712681064,115.51734554823967,110.03812712681064,112.45740916419305,3342094
2021-06-11,124.44413808564539,124.44413808564539,119.21050213911293,121.09899331196999,3192271
2021-06-12,123.62573881290793,125.4712701173763,121.59266727502839,122.78770079417583,3845376
2021-06-13,111.31091186281758,113.35497986313386,111.10863549074296,112.72093557433439,4956558
2021-06-14,121.35785787185446,124.68134001255628,119.88301169279953,121.46939602716988,6236441
2021-06-15,119.65985872250765,120.80445542869806,117.02085048006822,118.54320489746421,4731570
2021-06-16,120.56708652412861,122.04579860205759,119.67021111327719,120.4150757413038,7342211
2021-06-17,126.69048983344925,127.75636631589876,123.7406325300747,125.61297784855651,6831052
2021-06-18,112.88380036429115,114.94891231755156,112.88380036429115,114.72514755044988,8939174
2021-06-19,112.34411558415712,114.41404674756564,111.0759452460827,112.00539393608497,4254449
2021-06-20,108.32004622973864,112.11810371536653,107.09450319904693,111.1474752235486,9994006
2021-06-21,111.11357727953953,111.9833591163934,108.24725974802026,111.33602940223693,5307910
2021-06-22,113.0409264280264,115.32638252473808,113.0409264280264,114.84874171095598,4322918
2021-06-23,115.28733104395478,119.87107930412424,114.73957187939371,116.75839092913431,6271810
2021-06-24,118.7259391898133,118.7259391898133,115.42540718670999,116.25375283939243,5935371
2021-06-25,121.00586594373972,122.35697341246768,115.12752282474031,118.82324570255118,1260102
2021-06-26,115.78708462556548,116.03300692069884,110.67151968897802,114.56880838375113,6516825
2021-06-27,119.40282829216397,121.88009586391618,119.40282829216397,121.58745382150913,6818528
2021-06-28,112.17925826184874,113.69555072128969,109.78854451705301,112.81207516123835,9214372
2021-06-29,129.97764428966335,130.78726050971193,125.37616211077106,127.55144888970499,9536239
2021-06-30,117.17736174569903,118.73802974048256,116.23065335729515,116.89392791841922,2343054
2021-07-01,113.93327162558771,113.93327162558771,107.70643591458797,109.29461254562432,4159016
2021-07-02,108.8272803744714,110.20066292153544,105.9087167289107,108.04064469568266,2726334
2021-07-03,116.00624877890051,118.12393328208799,114.07669826466389,115.62215054592045,4353030
2021-07-04,111.28897404667535,115.02460579098282,110.1258602525154,111.90720697508036,2847199
2021-07-05,116.67646546969948,119.85788289002785,114.50078321764404,116.40938366013492,2638004
2021-07-06,114.71569445342085,116.66086548039286,113.1015126240474,115.02063412618195,2729187
2021-07-07,113.52186474172068,113.52186474172068,110.05338889784602,112.1056473883435,5461595
2021-07-08,109.96493160340283,109.96493160340283,107.11213203621027,108.05152696981366,6817676
2021-07-09,102.95541820381655,106.78767763141533,102.95541820381655,104.52739712483245,4460096
2021-07-10,107.02324063899705,110.721947619902,107.02324063899705,109.68570654611261,2330363
2021-07-11,112.34509909911574,117.0603589304273,112.34509909911574,116.01750984532234,4446839
2021-07-12,113.63986428938779,114.96766951711258,112.51823469372238,112.6238816355627,4113506
2021-07-13,102.93662109237407,107.09470195315136,101.98976396140489,105.14335430472181,9167197
2021-07-14,107.75162071622277,114.09019889753932,107.75162071622277,112.05740190212774,2561014
2021-07-15,113.71557955385981,114.17992701009781,111.2406029317805,112.93842234479789,5589369
2021-07-16,111.399849615518,111.399849615518,105.81071349282512,106.41385058065241,7621778
2021-07-17,111.41196268334492,112.49987136215641,109.785415068392,111.42410450642471,8531844
2021-07-18,112.44695868130468,113.66017554352618,108.83416129369022,110.7699771324014,4257983
2021-07-19,104.75238279841118,107.6239734160398,103.59932230124495,104.58872408131604,7902066
2021-07-20,111.72063632882207,112.07222777296626,110.4336340290126,111.91841563520435,7073877
2021-07-21,114.59879231842795,114.59879231842795,109.23044415358906,112.76063935245242,9033651
2021-07-22,114.62006935467045,115.70408918795766,112.53569128074601,115.20061844304774,1751972
2021-07-23,115.41928281884807,116.23447425629736,113.80906230508236,114.88449819070426,9648035
2021-07-24,103.2022147412629,104.47538115908051,102.1564182984663,102.55881912887088,4631171
2021-07-25,103.25516191182777,105.14169759941534,102.91836013672363,104.59134281911386,8973155
2021-07-26,113.67472631077399,113.67472631077399,109.90409839105138,111.69064161170094,5976820
2021-07-27,111.17123867251439,112.5172008138237,109.02495899854189,111.52115818590521,4743185
2021-07-28,109.85457576584595,113.57333341423059,109.85457576584595,111.36606608483164,6768212
2021-07-29,128.96800970443505,129.96433435433048,125.38349044193237,127.89499001729423,1024363
2021-07-30,109.5313288101473,112.60652722039212,107.39311073366915,111.32826477372937,9783406
2021-07-31,114.05252560820325,116.1729841656044,111.18066227102074,113.996163293465,3045990
2021-08-01,112.91673986906908,114.38829777777022,110.98306636968826,112.93497786235748,6178652
2021-08-02,113.44252870271684,113.44252870271684,109.45388804210698,111.27073757105369,2385049
2021-08-03,107.23788873462964,109.96194435916827,104.6451654030496,106.28849226886973,6567248
2021-08-04,111.46299868668633,114.85351365596696,108.33241169172447,111.51305260417662,2498447
2021-08-05,105.34535710733057,105.34535710733057,102.3371379548813,103.70982450893,2545288
2021-08-06,109.02845732893682,109.07777464878137,104.20281952190221,106.2480422309022,9182320
2021-08-07,105.98162723250366,107.67740317429153,102.81480871791885,104.86600661979993,2595123
2021-08-08,107.58615686607949,108.41718833764011,106.06723581920426,107.56545162639273,9839008
2021-08-09,115.97158764743999,121.41403775589517,115.97158764743999,118.59526011214031,6264482
2021-08-10,95.42399163970899,101.09215088427229,95.23124446224206,97.55421896585973,7130158
2021-08-11,109.58272614575056,111.07063074821546,108.25417952631527,110.19317555445988,2391538
2021-08-12,97.353412445826,99.65493402913029,96.07219638070798,98.57243685014456,8219155
2021-08-13,103.7794268756711,107.17103094848551,102.68696978808117,104.153369481642,7817281
2021-08-14,111.95102346966601,114.10921893069744,108.61690232105875,111.8377236198718,7701810
2021-08-15,107.65668463300105,109.14877539952711,105.47407290549943,106.59729912428759,5107560
2021-08-16,100.63214900892685,103.11373578144553,97.06110628102714,100.77314656504502,7993018
2021-08-17,103.44742521344261,104.86511784671835,102.22205843561848,102.47442192579021,1171236
2021-08-18,109.4701012948518,110.01468033692048,106.90638240067467,109.34115246523156,4010129
2021-08-19,98.23582761227551,105.2340784516047,98.23582761227551,102.18676074498326,1089743
2021-08-20,104.94090593284591,109.98916671291119,104.94090593284591,106.81957672048341,8426187
2021-08-21,105.57896919941696,107.63775356679217,103.44275037299919,105.8671443108602,5112924
2021-08-22,99.86725749687501,104.24317003274336,99.00712831279706,102.28664698255723,2955206
2021-08-23,117.37300230950721,117.37300230950721,115.95632601016074,116.1731448495148,2138422
2021-08-24,111.59675772418315,111.59675772418315,106.03251125200494,108.53525605949575,1758795
2021-08-25,97.59321688800053,97.72775062632005,94.66242236427581,95.1556931846059,8632738
2021-08-26,105.70609246551187,108.07078719037298,105.0986430108955,106.13297820737229,2764688
2021-08-27,104.79612810987702,104.93902919604761,98.18550947127618,101.81467583617712,3957817
2021-08-28,109.60965688197193,110.97824473658777,107.89410400095977,109.31232196756771,1239647
2021-08-29,100.34361591379133,103.582393781921,100.19166782043636,101.0177878560274,5514153
2021-08-30,103.11387180821315,105.32101279660291,102.53861486427971,104.34067713529502,7098915
2021-08-31,106.77209700986799,109.35348423197001,103.3091300446807,107.37703638284425,4772515
2021-09-01,108.34607600891403,110.94807538809364,108.34607600891403,109.12242964599648,3942609
2021-09-02,99.07840987277778,100.96288535006775,97.78888733966616,98.73757742802681,9158781
2021-09-03,103.3369970508327,104.64632215989961,99.51841740555334,103.01584908873296,9813240
2021-09-04,102.27294333425608,104.13537869827759,98.40914895041152,102.26685129394926,2572732
2021-09-05,102.20599298037402,104.15816381232283,99.43554786517161,101.33211664088132,9016792
2021-09-06,115.76850829961474,115.76850829961474,112.62626845256871,113.38721575004206,3740855
2021-09-07,108.44917314231148,108.44917314231148,102.45422136961967,106.55006487142883,4340444
2021-09-08,95.22021443498022,101.93959427608546,94.59556798013084,98.19001037188004,4750222
2021-09-09,103.94926432486595,112.43856067336034,103.94926432486595,109.05710659466986,2380188
2021-09-10,116.92470688662422,116.92470688662422,113.8684694130831,115.05606706414568,8530577
2021-09-11,106.85549509965499,112.27896030173102,106.85549509965499,109.58925249648583,4060465
2021-09-12,96.36636372864919,98.31291976188321,94.97625461347938,96.81589453243456,7723000
2021-09-13,99.6413700866101,104.24508335405987,99.6413700866101,101.98159613872882,8770032
2021-09-14,107.1276121576175,113.02579716179105,107.1276121576175,110.73157303277755,3818767
2021-09-15,101.94009825709135,102.62276500036546,97.97775575954438,100.85717280068178,8864394
2021-09-16,108.13570464312727,108.13570464312727,105.69477039950674,106.61739432252197,6864049
2021-09-17,107.12551879566273,109.5879985447999,104.90204314709663,108.27853959711616,9958825
2021-09-18,94.60001924015377,100.86591190896235,94.60001924015377,99.7821038244436,9511807
2021-09-19,103.0423603902146,105.30302707848911,101.44778349086064,104.13484928671956,6531052
2021-09-20,89.02981733633764,90.17903103548319,84.77966846625394,88.24620932553255,7321001
2021-09-21,96.3972204651087,100.63928361354621,96.3972204651087,99.35504360265696,1424190
2021-09-22,103.60967695436484,105.92500918051915,101.278782693513,103.24295711480653,7743571
2021-09-23,98.26947175908658,101.7873376127685,96.83154600879179,98.30009145743257,4472696
2021-09-24,113.89726166443927,114.15862542386705,112.30653809060254,112.73867866523709,3120677
2021-09-25,97.70710659579298,99.70735035950004,95.12123588135975,97.46794585896467,3597979
2021-09-26,100.51874809270736,104.9645710847734,97.95332942288604,102.46488597447046,8524132
2021-09-27,107.76284293039508,107.84170219798537,105.20977767157184,105.3696999270661,9294919
2021-09-28,111.66063254759108,114.0536469615611,110.00997230469449,111.97769169364501,3104417
2021-09-29,97.59717847963265,100.39446997701224,95.01124462357774,97.65178755865252,6449604
2021-09-30,108.84460304601131,113.19338791683838,108.58806076250153,110.71113896415771,1898628
2021-10-01,104.12859436087724,105.77749644093296,103.128286915776,105.01515886326027,4761054
2021-10-02,98.35997101746474,102.99873250990782,98.35997101746474,100.12957644551855,3396716
2021-10-03,107.07932388264035,110.31250683975395,105.19242925954704,107.4252160024872,3057244
2021-10-04,109.61544446568163,109.61544446568163,104.94879148241287,106.19202750539695,3707929
2021-10-05,99.5383215748296,104.32006169613992,99.5383215748296,102.28212386069231,5272513
2021-10-06,102.49601995319605,108.40647174176061,102.49601995319605,105.72314274894954,4928125
2021-10-07,106.48526864718957,106.48526864718957,100.58454217236032,103.54292799220235,5125186
2021-10-08,105.71823197446804,109.20985737653778,104.08521835192069,106.13687932877177,4338669
2021-10-09,107.64602217980398,113.34804015174316,106.7550929689181,108.9841676571238,9302258
2021-10-10,115.79204524690736,115.79204524690736,110.63791785939965,113.71223587211522,8738667
2021-10-11,98.49488600748795,100.32507248380792,97.4817774301836,99.70611708696168,5360866
2021-10-12,120.32981710421917,120.32981710421917,113.77378012236399,116.6777976771253,3304310
2021-10-13,97.72986005065142,99.09557081309903,94.67149050884673,96.37400830797289,1976264
2021-10-14,104.52588134045868,107.27083778290533,102.18972041817615,105.5017041567501,9323880
2021-10-15,113.6473644913793,113.6473644913793,107.01196233891562,109.3327480648483,8299243
2021-10-16,106.71955695792131,108.59238100420474,105.73693486032212,107.930986803928,4928094
2021-10-17,105.0359007471818,106.2446286261948,102.8217710918752,103.55171000316318,6795886
2021-10-18,106.36665674346958,107.1622107618977,103.48111572835488,105.76807158265659,7531423
2021-10-19,107.0949101832071,108.21080551061681,103.32338252190397,104.49142760440951,3790353
2021-10-20,107.28463238784393,108.15412534755833,102.7998927209187,104.16160999439022,6185356
2021-10-21,111.57668270668442,112.74601782076954,110.328050036869,111.51267440855288,3465849
2021-10-22,107.70333972929807,110.66061833408185,107.70333972929807,109.21017546999043,3933865
2021-10-23,105.04510652028453,106.9847501213861,100.00039083138934,104.1251622344063,7667051
2021-10-24,110.90104191387701,113.86934200359171,108.92513359139282,112.25647265338122,8587145
2021-10-25,113.49463094500251,113.49463094500251,105.54748894780501,109.46785644994927,7030079
2021-10-26,112.44571856018726,114.19803631856419,111.39554291757734,112.17264789802178,9970922
2021-10-27,110.70687892802532,111.51784887445187,109.36626828073864,111.43752203064953,7147454
2021-10-28,104.69883391845619,106.31563556063213,103.62298093193047,104.32947330672637,8907288
2021-10-29,103.1683579124886,107.17288271748383,103.1683579124886,105.862610491548,3505700
2021-10-30,110.64978534450346,114.09989059912499,110.64978534450346,112.59301342152476,1145693
2021-10-31,114.50618101952458,115.54898520710455,108.86576919719417,112.10535320363573,2649734
2021-11-01,107.83605184573699,109.89333350940052,107.54607008178154,109.14984040367978,1885621
2021-11-02,107.95186192266861,112.85888907478046,106.97730455433847,110.04568388803249,1561548
2021-11-03,117.1291885953648,117.7769201599784,113.4517622007217,116.05588309031022,9063001
2021-11-04,109.29339446726827,109.29339446726827,102.61834740583748,106.92198615794227,5379845
2021-11-05,114.26925265988942,115.621717934611,112.31079026169901,112.83134603855929,8150265
2021-11-06,111.29669639377568,111.64465231673294,106.04536778237726,109.30460102216405,2703728
2021-11-07,107.93691884975652,112.02112202411497,106.30406815649472,109.45050902689545,5762315
2021-11-08,113.41612973904458,119.22793573306112,113.41612973904458,116.25975107252826,4377136
2021-11-09,118.12612297664712,118.12612297664712,112.116322336263,115.12345567273616,1468451
2021-11-10,114.65257817028935,116.68570111346587,112.96179288494739,115.29793784797361,5777830
2021-11-11,117.4935942737221,118.9101097800744,116.2227365665856,117.99526030663219,1259425
2021-11-12,114.47016243866922,114.47016243866922,110.6377096419431,111.8137741549711,9899217
2021-11-13,116.47523076850781,120.31186517501523,114.08188020115568,115.3627707497065,8604323
2021-11-14,111.561010070615,113.89391410718856,106.59942243066585,110.64923452645178,7259635
2021-11-15,118.40222686384459,118.40222686384459,112.07153935508494,114.07222217404242,5494893
2021-11-16,110.76766771572535,112.73224621974207,109.27257417495419,112.05470417648564,2968093
2021-11-17,115.30326179724356,115.92944760279958,112.23848092274865,113.44758154108109,3444913
2021-11-18,116.3126939524069,118.7459324999907,114.97852064883438,116.19866770261274,7504938
2021-11-19,109.932287608404,111.94398688599485,106.31311824142753,109.39510305067748,8131390
2021-11-20,127.27139015884336,127.27139015884336,123.56402951756984,124.2144533060183,4787132
2021-11-21,110.00734121336735,110.86621544078521,107.40688346869338,108.99166970078811,4809821
